City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Serenje,ZM,2022-07-14 01:17:48,-13.2325,30.2352,55.08,74,100,10.0
293,Svetlogorsk,BY,2022-07-14 01:17:48,52.6333,29.7333,54.09,98,100,6.73
294,Wanning,CN,2022-07-14 01:17:49,18.8003,110.3967,83.26,84,90,4.47
295,Njombe,TZ,2022-07-14 01:17:49,-9.3333,34.7667,45.36,92,2,4.12
296,Esperance,AU,2022-07-14 01:17:49,-33.8667,121.9,61.43,44,75,22.86
297,Ribeira Grande,PT,2022-07-14 01:17:50,38.5167,-28.7,69.78,94,100,12.28
298,Banda Aceh,ID,2022-07-14 01:17:50,5.5577,95.3222,81.23,80,100,9.48
299,Russell,US,2022-07-14 01:17:50,32.3502,-85.1999,79.88,84,100,4.94
300,Nanyang,CN,2022-07-14 01:17:51,32.9947,112.5328,90.28,62,100,6.15
301,Wenling,CN,2022-07-14 01:17:51,28.3669,121.36,84.11,70,100,8.21
302,Chiang Klang,TH,2022-07-14 01:17:51,19.2938,100.8617,77.97,95,99,0.83
303,Ust-Omchug,RU,2022-07-14 01:17:52,61.15,149.6333,75.74,51,94,3.31
304,Leh,IN,2022-07-14 01:17:52,34.1667,77.5833,58.33,61,79,5.93
305,Tautira,PF,2022-07-14 01:17:52,-17.7333,-149.15,76.86,70,97,17.09
306,Fort Nelson,CA,2022-07-14 01:15:14,58.8053,-122.7002,63.99,48,75,3.44
307,Storsteinnes,NO,2022-07-14 01:17:53,69.2408,19.2344,56.05,93,83,1.36
308,Tema,GH,2022-07-14 01:17:53,5.667,-0.0166,77.41,88,40,8.05
309,Lazaro Cardenas,MX,2022-07-14 01:17:53,17.9583,-102.2,80.91,80,100,6.49
310,Yumen,CN,2022-07-14 01:17:54,40.2833,97.2,73.13,33,100,7.02
311,Hokitika,NZ,2022-07-14 01:17:54,-42.7167,170.9667,54.05,70,15,4.03
312,Ilulissat,GL,2022-07-14 01:17:54,69.2167,-51.1,46.42,81,71,4.61
313,Aranos,NA,2022-07-14 01:17:55,-24.1333,19.1167,53.31,33,0,5.61
314,Zambezi,ZM,2022-07-14 01:17:55,-13.5432,23.1047,49.37,66,2,4.23
315,Chachapoyas,PE,2022-07-14 01:17:55,-6.2317,-77.869,53.24,93,95,2.19
316,Aykhal,RU,2022-07-14 01:17:56,66.0,111.5,52.92,64,100,7.96
317,Tilichiki,RU,2022-07-14 01:17:56,60.4667,166.1,70.63,63,44,6.17
318,Anadyr,RU,2022-07-14 01:17:56,64.75,177.4833,59.5,77,75,0.0
319,Ostrovnoy,RU,2022-07-14 01:17:56,68.0531,39.5131,61.77,88,7,7.7
320,Alaca,TR,2022-07-14 01:17:57,40.1683,34.8425,54.9,88,1,4.79
321,Nanortalik,GL,2022-07-14 01:17:57,60.1432,-45.2371,46.58,73,100,3.94
322,Necochea,AR,2022-07-14 01:17:57,-38.5473,-58.7368,47.95,59,100,7.4
323,Tromso,NO,2022-07-14 01:18:58,69.6496,18.957,53.62,87,100,6.91
324,Esperantinopolis,BR,2022-07-14 01:18:58,-4.8667,-44.7083,74.44,78,43,1.66
325,Kununurra,AU,2022-07-14 01:18:59,-15.7667,128.7333,69.78,24,12,17.27
326,Itoman,JP,2022-07-14 01:18:59,26.1247,127.6694,87.82,79,75,5.75
327,Balkanabat,TM,2022-07-14 01:18:59,39.5108,54.3671,88.07,21,0,6.76
328,Jalu,LY,2022-07-14 01:19:00,29.0331,21.5482,78.71,39,0,12.91
329,Yen Bai,VN,2022-07-14 01:19:00,21.7,104.8667,81.81,85,58,2.26
330,Sabya,SA,2022-07-14 01:19:00,17.1495,42.6254,85.62,75,52,4.32
331,Broome,US,2022-07-14 01:19:01,42.2506,-75.833,68.67,92,20,5.75
332,Nocupetaro,MX,2022-07-14 01:19:01,19.05,-101.15,76.6,84,84,1.52
333,Kaz,RU,2022-07-14 01:19:01,52.9113,87.3105,55.24,64,83,2.8
334,Coihaique,CL,2022-07-14 01:19:02,-45.5752,-72.0662,30.15,93,0,0.0
335,Rock Springs,US,2022-07-14 01:18:40,41.5875,-109.2029,83.64,29,20,13.8
336,Makungu,TZ,2022-07-14 01:19:02,-8.7333,35.2833,52.79,89,4,3.0
337,Huarmey,PE,2022-07-14 01:19:03,-10.0681,-78.1522,61.84,84,85,11.9
338,Praia Da Vitoria,PT,2022-07-14 01:17:52,38.7333,-27.0667,70.75,94,75,11.74
339,Champerico,GT,2022-07-14 01:19:03,14.3,-91.9167,81.72,78,94,1.45
340,Omboue,GA,2022-07-14 01:19:03,-1.5746,9.2618,69.51,94,11,5.84
341,Arlit,NE,2022-07-14 01:19:04,18.7369,7.3853,92.64,16,98,14.23
342,Diadema,BR,2022-07-14 01:19:04,-23.6861,-46.6228,62.11,91,75,9.22
343,Penzance,GB,2022-07-14 01:19:04,50.1186,-5.5371,57.88,77,87,16.53
344,Camacha,PT,2022-07-14 01:19:05,33.0833,-16.3333,62.02,82,20,0.0
345,Khanpur,PK,2022-07-14 01:19:05,28.6453,70.6567,81.43,77,100,14.74
346,Derbent,RU,2022-07-14 01:19:05,42.0678,48.2899,75.87,59,0,7.49
347,Beringovskiy,RU,2022-07-14 01:15:55,63.05,179.3167,50.18,87,100,6.98
348,Tenango,MX,2022-07-14 01:19:06,18.65,-98.1833,75.24,61,100,3.29
349,Phan Thiet,VN,2022-07-14 01:19:06,10.9333,108.1,78.33,85,100,10.11
350,Sorland,NO,2022-07-14 01:19:06,67.667,12.6934,51.66,87,100,7.7
351,Okhotsk,RU,2022-07-14 01:19:07,59.3833,143.3,67.05,82,99,4.83
352,Porosozero,RU,2022-07-14 01:19:07,62.7191,32.727,54.21,82,3,4.79
353,Leningradskiy,RU,2022-07-14 01:19:07,69.3833,178.4167,40.66,77,93,9.91
354,Tual,ID,2022-07-14 01:19:08,-5.6667,132.75,79.27,82,69,26.46
355,Valdivia,CL,2022-07-14 01:19:08,-39.8142,-73.2459,35.69,99,99,2.06
356,Haltern,DE,2022-07-14 01:19:08,51.743,7.1816,64.2,84,98,4.23
357,Dubbo,AU,2022-07-14 01:19:09,-32.25,148.6167,51.93,62,0,8.05
358,Helong,CN,2022-07-14 01:19:09,42.5397,128.9972,64.13,98,100,3.11
359,Boa Vista,BR,2022-07-14 01:19:10,2.8197,-60.6733,80.58,74,0,5.75
360,Acapulco,MX,2022-07-14 01:19:10,16.8634,-99.8901,84.02,70,75,3.44
361,Kongoussi,BF,2022-07-14 01:19:10,13.3258,-1.5347,85.62,52,100,8.01
362,Khani,GE,2022-07-14 01:19:11,41.9563,42.9566,60.37,97,99,0.83
363,Faanui,PF,2022-07-14 01:19:11,-16.4833,-151.75,78.26,71,78,20.11
364,Andenes,NO,2022-07-14 01:18:46,69.3143,16.1194,53.58,94,100,9.22
365,Shache,CN,2022-07-14 01:19:11,38.4167,77.2406,74.71,40,100,6.78
366,Camocim,BR,2022-07-14 01:19:12,-2.9022,-40.8411,78.6,81,18,14.56
367,Shingu,JP,2022-07-14 01:19:12,33.7333,135.9833,80.49,75,100,2.62
368,Usinsk,RU,2022-07-14 01:19:12,65.9939,57.5281,69.8,70,31,5.19
369,Sioux Lookout,CA,2022-07-14 01:15:15,50.1001,-91.917,71.67,53,20,2.3
370,The Valley,AI,2022-07-14 01:19:13,18.217,-63.0578,82.26,73,100,20.27
371,Consett,GB,2022-07-14 01:20:13,54.854,-1.8316,55.96,76,100,9.44
372,Aljezur,PT,2022-07-14 01:20:14,37.3191,-8.8033,74.07,65,98,5.46
373,Bonthe,SL,2022-07-14 01:20:14,7.5264,-12.505,75.61,90,100,7.0
374,Porto Velho,BR,2022-07-14 01:16:44,-8.7619,-63.9039,78.85,69,0,2.3
375,Merauke,ID,2022-07-14 01:20:15,-8.4667,140.3333,78.44,72,100,15.75
376,Lufilufi,WS,2022-07-14 01:20:15,-13.8745,-171.5986,81.79,79,43,23.2
377,Stornoway,GB,2022-07-14 01:20:15,58.2093,-6.3865,50.94,92,100,3.44
378,Rovnoye,RU,2022-07-14 01:20:16,50.7765,46.0509,67.59,87,100,7.27
379,Isla Vista,US,2022-07-14 01:20:16,34.4133,-119.861,92.37,59,0,8.05
380,Rybinsk,RU,2022-07-14 01:20:17,58.0446,38.8426,55.35,84,6,5.88
381,Huilong,CN,2022-07-14 01:20:17,31.8111,121.655,89.01,69,100,7.38
382,San Sebastian Huehuetenango,GT,2022-07-14 01:20:17,15.3833,-91.5833,71.82,68,40,11.5
383,Talnakh,RU,2022-07-14 01:20:18,69.4865,88.3972,58.21,48,66,1.79
384,Bathsheba,BB,2022-07-14 01:20:18,13.2167,-59.5167,81.21,84,20,13.8
385,Bridlington,GB,2022-07-14 01:20:18,54.0831,-0.1919,57.88,78,7,8.08
386,Sassandra,CI,2022-07-14 01:20:19,4.95,-6.0833,74.57,87,100,6.4
387,Ouadda,CF,2022-07-14 01:20:19,8.0777,22.4007,66.04,96,100,2.3
388,Naron,ES,2022-07-14 01:20:20,43.5167,-8.1528,75.67,53,57,3.44
389,Awjilah,LY,2022-07-14 01:20:20,29.1081,21.2869,78.37,42,0,14.83
390,Abhar,IR,2022-07-14 01:20:20,36.1468,49.218,65.46,58,0,4.45
391,Kavieng,PG,2022-07-14 01:20:21,-2.5744,150.7967,84.07,70,100,6.06
392,Ilhabela,BR,2022-07-14 01:20:21,-23.7781,-45.3581,66.7,93,100,8.14
393,Mbengwi,CM,2022-07-14 01:20:21,6.0167,10.0,63.28,98,100,3.29
394,Pemangkat,ID,2022-07-14 01:20:22,1.1667,108.9667,79.25,76,100,5.66
395,Zafra,ES,2022-07-14 01:20:22,38.4167,-6.4167,81.81,22,0,1.61
396,Vrises,GR,2022-07-14 01:20:23,35.492,23.8899,74.19,63,0,5.17
397,Krasnoselkup,RU,2022-07-14 01:18:48,65.7,82.4667,56.28,57,90,8.61
398,Avera,US,2022-07-14 01:20:23,33.194,-82.5271,72.91,86,94,7.54
399,Byron Bay,AU,2022-07-14 01:20:23,-28.65,153.6167,60.94,68,80,19.55
400,Chernyshevskiy,RU,2022-07-14 01:20:24,63.0128,112.4714,62.13,50,86,4.56
401,San Carlos De Bariloche,AR,2022-07-14 01:16:32,-41.1456,-71.3082,28.15,86,75,5.75
402,Aketi,CD,2022-07-14 01:20:24,2.7388,23.7833,70.88,96,100,0.85
403,Wolomin,PL,2022-07-14 01:20:25,52.3401,21.2421,67.06,79,28,6.53
404,Yuksekova,TR,2022-07-14 01:20:25,37.5736,44.2872,51.55,82,0,2.3
405,Sao Paulo De Olivenca,BR,2022-07-14 01:20:25,-3.3783,-68.8725,74.8,90,72,1.07
406,Bosaso,SO,2022-07-14 01:20:26,11.2842,49.1816,90.34,34,34,24.16
407,Aksum,ET,2022-07-14 01:20:26,14.1245,38.7244,57.33,87,100,3.87
408,Batemans Bay,AU,2022-07-14 01:20:16,-35.7167,150.1833,55.09,51,31,11.74
409,Bastia,FR,2022-07-14 01:20:26,42.6667,9.3333,75.29,75,0,3.44
410,Cairns,AU,2022-07-14 01:20:27,-16.9167,145.7667,71.11,41,8,16.11
411,Vestmanna,FO,2022-07-14 01:20:27,62.1564,-7.1664,47.32,87,100,16.11
412,Kilindoni,TZ,2022-07-14 01:20:27,-7.9139,39.6668,77.13,77,100,15.75
413,Hvide Sande,DK,2022-07-14 01:20:28,56.0045,8.1294,57.09,69,8,21.56
414,Wattegama,LK,2022-07-14 01:18:57,6.7989,81.4808,76.75,67,42,8.7
415,Inta,RU,2022-07-14 01:20:28,66.0317,60.1659,68.16,81,35,3.04
416,Dabakala,CI,2022-07-14 01:21:29,8.3667,-4.4333,72.18,94,100,6.96
417,Morondava,MG,2022-07-14 01:21:29,-20.2833,44.2833,68.67,46,0,8.97
418,Ulladulla,AU,2022-07-14 01:21:29,-35.35,150.4667,55.04,59,58,15.97
419,Carballo,ES,2022-07-14 01:21:30,43.213,-8.691,74.52,85,39,3.22
420,Soyo,AO,2022-07-14 01:21:30,-6.1349,12.3689,68.67,93,17,5.55
421,Rio Gallegos,AR,2022-07-14 01:21:30,-51.6226,-69.2181,35.65,80,75,10.36
422,Forestville,US,2022-07-14 01:16:38,38.8451,-76.875,83.61,73,75,6.91
423,Poso,ID,2022-07-14 01:21:31,-1.3959,120.7524,78.85,85,100,1.95
424,Atar,MR,2022-07-14 01:17:30,20.5169,-13.0499,92.48,32,0,8.3
425,Ternate,ID,2022-07-14 01:21:31,0.8,127.4,81.03,78,85,1.86
426,Phonhong,LA,2022-07-14 01:21:32,18.5007,102.4166,78.19,92,100,3.2
427,Morant Bay,JM,2022-07-14 01:21:32,17.8815,-76.4093,83.82,88,6,7.74
428,Portland,US,2022-07-14 01:20:20,45.5234,-122.6762,81.52,46,20,8.05
429,Mantua,IT,2022-07-14 01:21:32,45.1667,10.7833,74.44,74,82,3.0
430,Saint-Georges,GD,2022-07-14 01:21:33,12.0564,-61.7485,78.48,83,20,8.05
431,Merthyr Tydfil,GB,2022-07-14 01:21:33,51.7479,-3.3778,57.27,80,100,7.0
432,Sao Jose Da Coroa Grande,BR,2022-07-14 01:18:49,-8.8978,-35.1478,74.79,83,5,8.48
433,Batagay,RU,2022-07-14 01:21:33,67.6333,134.6333,64.11,52,8,2.68
434,Hovd,MN,2022-07-14 01:21:34,48.0056,91.6419,56.98,62,0,3.98
435,Nelson Bay,AU,2022-07-14 01:18:48,-32.7167,152.15,55.45,93,99,11.01
436,Luang Prabang,LA,2022-07-14 01:21:34,19.8856,102.1347,78.76,89,100,0.0
437,Pierre,US,2022-07-14 01:21:34,44.3683,-100.351,85.86,53,0,14.97
438,Burley,US,2022-07-14 01:21:26,42.5357,-113.7928,92.3,29,0,5.75
439,Gao,ML,2022-07-14 01:21:35,16.6362,1.637,84.38,52,62,16.33
440,Corner Brook,CA,2022-07-14 01:21:35,48.9667,-57.9484,60.96,82,8,8.39
441,Osvaldo Cruz,BR,2022-07-14 01:21:35,-21.7967,-50.8786,68.7,63,51,12.15
442,Nara,JP,2022-07-14 01:21:36,34.6851,135.8049,83.5,57,100,6.58
443,Fukue,JP,2022-07-14 01:21:36,32.6881,128.8419,84.56,84,75,12.66
444,Camalu,MX,2022-07-14 01:21:36,30.85,-116.0667,68.99,74,7,10.85
445,Batagay-Alyta,RU,2022-07-14 01:21:37,67.8006,130.4114,65.03,56,15,7.2
446,Maralal,KE,2022-07-14 01:21:37,1.0968,36.698,54.72,71,100,4.23
447,Rodeo,US,2022-07-14 01:21:37,38.033,-122.2669,87.3,68,0,12.66
448,Arkhara,RU,2022-07-14 01:21:38,49.4212,130.0842,77.23,67,100,9.75
449,Tevaitoa,PF,2022-07-14 01:17:10,-16.7833,-151.5,78.08,70,100,19.91
450,Pavlikeni,BG,2022-07-14 01:21:38,43.2428,25.3219,58.68,49,0,4.99
451,Maumere,ID,2022-07-14 01:21:38,-8.6199,122.2111,78.35,71,100,7.07
452,Zharkent,KZ,2022-07-14 01:21:39,44.1628,80.0,69.66,47,0,5.86
453,Manaus,BR,2022-07-14 01:20:12,-3.1019,-60.025,84.69,70,0,6.91
454,Punta Alta,AR,2022-07-14 01:21:39,-38.8759,-62.0736,46.15,60,100,11.01
455,Xining,CN,2022-07-14 01:21:39,36.6167,101.7667,65.98,67,100,2.26
456,Arkhipo-Osipovka,RU,2022-07-14 01:21:40,44.37,38.52,66.04,63,4,5.44
457,Meulaboh,ID,2022-07-14 01:21:40,4.1363,96.1285,77.92,86,20,5.84
458,Port Hardy,CA,2022-07-14 01:21:40,50.6996,-127.4199,53.6,79,100,10.16
459,Gawler,AU,2022-07-14 01:21:41,-34.6,138.7333,56.21,70,0,1.77
460,Digby,CA,2022-07-14 01:21:41,44.6169,-65.7655,67.15,95,50,6.4
461,Luanda,AO,2022-07-14 01:21:41,-8.8368,13.2343,68.0,94,40,3.44
462,Tomatlan,MX,2022-07-14 01:22:42,19.9333,-105.25,80.64,84,100,3.09
463,Lacombe,CA,2022-07-14 01:22:42,52.4668,-113.7353,70.34,87,93,10.54
464,Awbari,LY,2022-07-14 01:22:42,26.5921,12.7805,75.88,28,1,7.9
465,Valparaiso,CL,2022-07-14 01:22:13,-33.0393,-71.6273,55.04,84,100,8.05
466,Shuangyang,CN,2022-07-14 01:22:43,43.5242,125.6736,66.49,97,100,10.47
467,Gladstone,AU,2022-07-14 01:19:13,-23.85,151.25,60.73,33,0,8.05
468,Stare Mesto,CZ,2022-07-14 01:22:43,50.087,14.4202,73.31,51,0,10.36
469,Luena,AO,2022-07-14 01:22:43,-11.7833,19.9167,50.63,57,0,4.72
470,Yulara,AU,2022-07-14 01:22:44,-25.2406,130.9889,55.24,47,0,17.27
471,Portales,US,2022-07-14 01:22:44,34.1862,-103.3344,92.08,32,77,15.55
472,Nador,MA,2022-07-14 01:22:44,35.174,-2.9287,73.65,94,0,4.61
473,Katsuura,JP,2022-07-14 01:18:20,35.1333,140.3,76.68,88,100,14.63
474,Whitefish,US,2022-07-14 01:22:45,48.4111,-114.3376,78.42,54,0,4.61
475,Kaeo,NZ,2022-07-14 01:22:45,-35.1,173.7833,57.33,97,100,11.97
476,Estevan,CA,2022-07-14 01:21:21,49.1334,-102.9842,79.14,69,0,8.05
477,Caimito,CO,2022-07-14 01:22:46,8.8123,-75.4107,81.36,94,66,7.47
478,Namibe,AO,2022-07-14 01:22:46,-15.1961,12.1522,62.26,90,0,1.48
479,Kota Tinggi,MY,2022-07-14 01:22:46,1.7381,103.8999,85.14,67,100,1.05
480,Aksha,RU,2022-07-14 01:22:47,50.2814,113.2867,72.45,42,0,2.98
481,Darhan,MN,2022-07-14 01:22:47,49.4867,105.9228,71.62,47,100,5.99
482,Hastings,GB,2022-07-14 01:22:47,50.8552,0.5729,64.33,94,100,11.61
483,Padang,ID,2022-07-14 01:22:48,-0.9492,100.3543,80.65,79,58,2.55
484,Karasjok,NO,2022-07-14 01:21:20,69.4719,25.5112,59.58,98,100,4.0
485,Tommot,RU,2022-07-14 01:22:48,58.9564,126.2925,65.93,88,100,0.27
486,Daru,PG,2022-07-14 01:22:48,-9.0763,143.2092,77.94,73,100,17.98
487,Tonala,MX,2022-07-14 01:21:36,20.6167,-103.2333,79.72,47,40,3.44
488,Vao,NC,2022-07-14 01:22:49,-22.6667,167.4833,71.87,73,95,29.46
489,Fayaoue,NC,2022-07-14 01:22:49,-20.65,166.5333,75.61,75,98,13.78
490,Winslow,US,2022-07-14 01:22:49,35.0242,-110.6974,78.98,47,100,17.27
491,Baruun-Urt,MN,2022-07-14 01:22:50,46.6806,113.2792,71.67,43,1,10.29
492,Macia,MZ,2022-07-14 01:22:50,-25.0269,33.0989,59.86,60,0,6.69
493,Honiara,SB,2022-07-14 01:22:50,-9.4333,159.95,87.58,57,50,5.17
494,Lasa,IT,2022-07-14 01:22:51,46.6166,10.7002,70.68,69,100,2.75
495,Villa Maria,AR,2022-07-14 01:22:51,-32.4075,-63.2402,54.82,54,0,12.55
496,Mildura,AU,2022-07-14 01:22:51,-34.2,142.15,48.07,83,0,6.11
497,Yerbogachen,RU,2022-07-14 01:22:52,61.2767,108.0108,60.66,51,100,5.06
498,Yershov,RU,2022-07-14 01:22:52,51.3513,48.2766,73.0,62,100,9.8
499,Pauini,BR,2022-07-14 01:22:52,-7.7136,-66.9764,78.13,75,87,0.47
500,Farkhor,TJ,2022-07-14 01:22:53,37.4922,69.4036,74.73,30,0,5.68
501,Bilma,NE,2022-07-14 01:22:53,18.6853,12.9164,88.79,18,7,5.19
502,Ita,PY,2022-07-14 01:21:08,-25.4833,-57.35,67.82,79,100,2.57
503,Celestun,MX,2022-07-14 01:22:53,20.8667,-90.4,84.63,70,90,13.56
504,Grafenau,DE,2022-07-14 01:22:54,48.8577,13.3974,63.45,71,100,1.63
505,Saint-Tite,CA,2022-07-14 01:23:54,46.7334,-72.5658,70.03,60,100,5.19
506,Basco,PH,2022-07-14 01:23:54,20.4487,121.9702,84.65,74,56,8.43
507,Stokmarknes,NO,2022-07-14 01:23:55,68.5646,14.9108,53.58,87,100,2.3
508,Hohhot,CN,2022-07-14 01:19:20,40.8106,111.6522,79.09,36,0,6.71
509,Owando,CG,2022-07-14 01:23:55,-0.4819,15.8999,74.79,68,17,3.2
510,Ulcinj,ME,2022-07-14 01:23:55,41.9294,19.2244,73.62,54,0,10.54
511,Boguchany,RU,2022-07-14 01:23:56,58.3814,97.4531,58.03,80,12,4.45
512,Suntar,RU,2022-07-14 01:23:56,62.1444,117.6319,67.64,62,63,4.5
513,Plouzane,FR,2022-07-14 01:23:56,48.3833,-4.6167,60.85,100,0,9.22
514,Glace Bay,CA,2022-07-14 01:23:57,46.1969,-59.957,67.89,87,75,5.01
515,Madarounfa,NE,2022-07-14 01:23:57,13.3087,7.156,82.6,62,100,15.37
516,Hammerfest,NO,2022-07-14 01:23:57,70.6634,23.6821,55.85,100,20,0.0
517,Unguia,CO,2022-07-14 01:23:58,8.0434,-77.0945,80.62,97,100,0.94
518,Severo-Yeniseyskiy,RU,2022-07-14 01:23:58,60.3725,93.0408,51.51,71,52,2.55
519,Rocha,UY,2022-07-14 01:21:58,-34.4833,-54.3333,40.75,88,0,7.72
520,Turayf,SA,2022-07-14 01:23:58,31.6725,38.6637,73.65,49,0,9.22
521,Diapaga,BF,2022-07-14 01:23:59,12.0708,1.7889,77.07,79,100,5.73
522,Toyoake,JP,2022-07-14 01:23:59,35.0594,137.0137,85.84,74,100,7.81
523,Camacupa,AO,2022-07-14 01:23:59,-12.0167,17.4833,51.71,52,0,3.89
524,Longkou,CN,2022-07-14 01:24:00,37.6508,120.3286,78.48,83,86,6.82
525,Sozimskiy,RU,2022-07-14 01:24:00,59.7418,52.2482,65.21,96,20,2.48
526,Villa Bruzual,VE,2022-07-14 01:24:00,9.3328,-69.1208,74.88,81,92,0.94
527,Porto Torres,IT,2022-07-14 01:24:01,40.835,8.3972,73.58,78,0,1.88
528,Seoul,KR,2022-07-14 01:20:14,37.5683,126.9778,76.57,88,75,5.75
529,Puerto Escondido,MX,2022-07-14 01:24:01,15.85,-97.0667,81.19,80,100,1.34
530,Kirakira,SB,2022-07-14 01:24:01,-10.4544,161.9205,83.98,57,10,4.38
531,Fuente Palmera,ES,2022-07-14 01:24:02,37.7049,-5.0996,81.55,20,0,4.9
532,Minot,US,2022-07-14 01:24:02,48.2325,-101.2963,82.62,42,0,13.8
533,Abha,SA,2022-07-14 01:24:03,18.2164,42.5053,64.65,72,75,0.0
534,Humberto De Campos,BR,2022-07-14 01:24:03,-2.5983,-43.4611,74.32,95,13,4.32
535,Taltal,CL,2022-07-14 01:24:03,-25.4,-70.4833,54.75,80,24,4.34
536,Tiarei,PF,2022-07-14 01:23:12,-17.5333,-149.3333,82.42,71,48,19.66
537,Amalapuram,IN,2022-07-14 01:24:04,16.5833,82.0167,76.17,82,100,11.25
538,Boke,GN,2022-07-14 01:24:04,10.9409,-14.2967,75.7,96,100,2.93
539,Kansanshi,ZM,2022-07-14 01:24:05,-12.0951,26.4273,51.21,73,5,4.12
540,Cudahy,US,2022-07-14 01:24:05,33.9606,-118.1853,92.19,64,0,12.66
541,Suoyarvi,RU,2022-07-14 01:24:05,62.0833,32.35,54.36,82,23,4.47
542,Karaton,ID,2022-07-14 01:24:05,-6.3424,106.1045,77.52,85,62,1.07
543,Jambi,ID,2022-07-14 01:24:06,-1.6,103.6167,77.2,93,91,2.86
544,Akdepe,TM,2022-07-14 01:24:06,42.0551,59.3788,77.09,26,0,10.09
545,Payo,ID,2022-07-14 01:24:06,-3.7508,103.6372,77.45,85,81,1.36
546,Aksay,RU,2022-07-14 01:24:07,47.26,39.87,66.25,51,0,7.0
547,Olafsvik,IS,2022-07-14 01:24:07,64.8945,-23.7142,49.14,81,100,8.9
548,Monopoli,IT,2022-07-14 01:24:07,40.9559,17.2896,72.72,61,0,13.22
549,Nizhniy Odes,RU,2022-07-14 01:24:08,63.6445,54.856,68.4,73,42,3.71
550,Tocopilla,CL,2022-07-14 01:24:08,-22.092,-70.1979,58.51,72,96,2.33
551,Srednekolymsk,RU,2022-07-14 01:20:40,67.45,153.6833,66.04,46,61,13.65
552,Antalaha,MG,2022-07-14 01:24:08,-14.9003,50.2788,65.61,87,6,7.78
553,Houma,US,2022-07-14 01:25:09,29.5958,-90.7195,82.99,85,40,3.44
554,Roblin,CA,2022-07-14 01:25:09,51.23,-101.3565,72.25,80,0,10.67
555,Gimbi,ET,2022-07-14 01:25:09,9.1667,35.8333,55.38,96,100,2.53
556,Trincomalee,LK,2022-07-14 01:25:10,8.5711,81.2335,80.71,74,100,23.51
557,Moranbah,AU,2022-07-14 01:25:10,-22.0016,148.0466,57.02,42,0,15.66
558,Zhigansk,RU,2022-07-14 01:25:10,66.7697,123.3711,66.38,76,97,10.27
559,Grand Forks,US,2022-07-14 01:25:11,47.9417,-97.4337,80.33,41,0,8.05
560,Corn Island,NI,2022-07-14 01:25:11,12.1694,-83.0418,81.61,83,100,18.25
561,Yenagoa,NG,2022-07-14 01:25:11,4.9247,6.2642,73.63,94,100,3.69
562,Dunedin,NZ,2022-07-14 01:25:12,-45.8742,170.5036,48.79,78,100,15.01
563,Gorlitz,DE,2022-07-14 01:25:12,51.1552,14.9885,67.77,71,68,4.47
564,Libertador General San Martin,AR,2022-07-14 01:25:12,-23.8064,-64.7876,50.97,52,78,3.56
565,San Policarpo,PH,2022-07-14 01:25:13,12.1791,125.5072,83.12,79,84,3.65
566,Lafayette,US,2022-07-14 01:21:59,30.2335,-92.0668,86.13,79,0,9.22
567,Yarada,IN,2022-07-14 01:25:13,17.65,83.2667,79.12,78,75,10.36
568,Sakakah,SA,2022-07-14 01:25:14,29.9697,40.2064,87.37,24,2,13.02
