City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
389,Aklavik,CA,68.0,scattered clouds,68.2191,-135.0107,Aklavik Inn
390,Tynda,RU,65.93,scattered clouds,55.1667,124.7167,"Gostinitsa ""Tayezhnaya"""
391,Fairlie,GB,60.4,overcast clouds,55.756,-4.8556,Brisbane House Hotel
393,Labuhan,ID,75.18,overcast clouds,-6.8844,112.2051,DoubleFAG
394,Davila,PH,84.51,clear sky,18.4726,120.5763,Blue Ridge Beach Resort
395,Bengkulu,ID,74.66,broken clouds,-3.8004,102.2655,Grage Hotel Bengkulu
397,Arsenal,MU,70.11,broken clouds,-20.1056,57.5353,The Ravenala Attitude Hotel
398,Jucas,BR,72.84,broken clouds,-6.5253,-39.5275,Hotel Casa Bella
399,Hambantota,LK,78.62,overcast clouds,6.1241,81.1185,Bungalow 63
400,Angoche,MZ,70.68,clear sky,-16.2325,39.9086,Guest House HESADA
401,Den Helder,NL,62.98,overcast clouds,52.9599,4.7593,Hotel Den Helder
402,Vao,NC,73.63,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
403,Sungairaya,ID,77.23,overcast clouds,0.7,108.9,Rumah Kuku Moimoi Shelly
404,Pavlohrad,UA,59.9,light rain,48.5167,35.8667,Kompleks Stylʹ
405,Ulladulla,AU,56.91,scattered clouds,-35.35,150.4667,Sandpiper Motel
406,Maarianhamina,AX,67.86,overcast clouds,60.0973,19.9348,Park Alandia Hotel
407,Tukums,LV,60.15,few clouds,56.9669,23.1553,Tukuma Ledus Halle
408,Rockport,US,91.44,few clouds,28.0206,-97.0544,"Holiday Inn Express & Suites Rockport - Bay View, an IHG Hotel"
409,Huanuco,PE,65.59,few clouds,-9.9329,-76.2415,Hostal Miraflores
410,San Cristobal,VE,75.38,overcast clouds,7.7669,-72.225,Pirineos
412,Lewistown,US,89.01,few clouds,40.5992,-77.5714,Quality Inn & Suites
413,Totskoye,RU,66.07,overcast clouds,52.5248,52.7623,Gostinitsa
414,Belmonte,BR,71.4,broken clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
415,Bubaque,GW,77.97,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
417,Mackay,AU,65.68,scattered clouds,-21.15,149.2,International Lodge Motel
418,Dingli,MT,77.81,clear sky,35.8614,14.3822,The Xara Palace Relais & Chateaux
419,Shishou,CN,79.68,overcast clouds,29.7226,112.419,Chuyuan Hotel
420,Darhan,MN,55.42,overcast clouds,49.4867,105.9228,Buudai Hotel
422,Zhuhai,CN,85.86,few clouds,22.2769,113.5678,珠海粤财假日酒店
423,Santa Lucia,ES,67.32,clear sky,27.9117,-15.5407,Las Tirajanas
424,Sao Filipe,CV,74.79,overcast clouds,14.8961,-24.4956,Hotel Xaguate
425,Karpathos,GR,73.36,clear sky,35.507,27.2132,Alex
426,Hirara,JP,86.27,scattered clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
427,Ambon,ID,78.24,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
428,Barra Do Garcas,BR,75.78,clear sky,-15.89,-52.2567,Pousada Tropical
429,Miraflores,MX,83.03,scattered clouds,19.2167,-98.8083,Hotel Mansión
431,Manica,FR,57.63,scattered clouds,49.0,-1.1667,Gite Lily
433,Barreirinha,BR,79.84,broken clouds,-2.7933,-57.07,Hotel e Restaurante Tupana Iwato
434,Fairbanks,US,66.22,light intensity shower rain,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
435,Fort Saint James,CA,77.11,scattered clouds,54.4333,-124.25,The View Hotel
436,Forestville,US,90.09,clear sky,38.8451,-76.875,Quality Inn Near Joint Base Andrews-Washington Area
437,Imbituba,BR,67.08,few clouds,-28.24,-48.6703,Praia Hotel Imbituba
438,Nizwa,OM,84.24,broken clouds,22.9333,57.5333,Orient Apartments
440,Lorengau,PG,83.59,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
441,Kunnamangalam,IN,75.83,overcast clouds,11.3046,75.8777,HOTEL MONAD
443,At-Bashi,KG,59.58,clear sky,41.1702,75.8106,Hostel At-Bashy
444,Eregli,TR,63.68,clear sky,37.5133,34.0467,Hotel Fuat Bey
445,Guerrero Negro,MX,77.14,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
446,Shingu,JP,84.04,clear sky,33.7333,135.9833,Shingu UI Hotel
448,Ahipara,NZ,58.42,broken clouds,-35.1667,173.1667,Ahipara Holiday Park
451,Homer,US,57.09,overcast clouds,59.6425,-151.5483,Beluga Lake Lodge
452,Ishigaki,JP,86.13,few clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
453,Mengyin,CN,76.1,scattered clouds,35.7069,117.9264,Jinmengyuan Hotel
454,Whitianga,NZ,54.82,broken clouds,-36.8333,175.7,Beachside Resort Whitianga
455,Quatre Cocos,MU,70.09,overcast clouds,-20.2078,57.7625,Sunrise Attitude Hotel
457,Tucurui,BR,77.79,scattered clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
459,Lonar,IN,73.49,overcast clouds,19.9833,76.5333,Hotel Jai Bhawani
460,Raudeberg,NO,52.47,broken clouds,61.9875,5.1352,Nordre Silda.
461,Mount Gambier,AU,49.82,light rain,-37.8333,140.7667,The Commodore
462,Rovaniemi,FI,63.81,clear sky,66.5,25.7167,Arctic City Hotel
463,Lom Sak,TH,75.09,broken clouds,16.7798,101.2422,บ้านวรฉัตร หล่มสัก
464,Saint-Philippe,RE,65.21,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
465,Olga,RU,62.42,overcast clouds,43.7444,135.2892,Gostinitsa Rosmorport.
466,Mathbaria,BD,80.53,overcast clouds,22.2876,89.9593,Shikdar Hotel
467,Santo Antonio Do Ica,BR,74.16,overcast clouds,-3.1022,-67.9397,HOTEL AMAZON WAY
468,Yarada,IN,80.92,mist,17.65,83.2667,Yarada Jungle Beach Resorts
469,Korla,CN,74.19,clear sky,41.7597,86.1469,Gulisitan Hotel
470,Bereda,ES,66.42,overcast clouds,43.2686,-7.5406,Pazo de Verdes
471,Phalaborwa,ZA,63.19,light rain,-23.943,31.1411,Bothabelo Bed and Breakfast
472,Novyy Buh,UA,69.12,broken clouds,47.6931,32.5216,"Хостел ""У Наталі"""
474,Bar Harbor,US,71.74,overcast clouds,44.3876,-68.2039,Atlantic Oceanside Hotel & Event Center
475,Hami,CN,73.08,clear sky,42.8,93.45,Laoyutang Resort
476,Xining,CN,46.04,scattered clouds,36.6167,101.7667,Super Leisure Hotel
477,Villamontes,BO,75.36,scattered clouds,-21.25,-63.5,Hotel Raldes
478,Sanguem,IN,75.81,overcast clouds,15.2333,74.1667,Hotel
479,Houma,US,80.6,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
482,Shetpe,KZ,77.94,broken clouds,44.1667,52.1167,Rtsm Shetpe Analog
483,Bosaso,SO,89.13,scattered clouds,11.2842,49.1816,Red Sea Hotel
484,Taunggyi,MM,63.09,overcast clouds,20.7833,97.0333,True Treasure Hotel
485,Tianpeng,CN,70.27,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
486,Gidam,IN,73.9,overcast clouds,18.9833,81.4,सागर
488,Kavieng,PG,82.18,light rain,-2.5744,150.7967,Nusa Island Retreat
489,Serenje,ZM,55.26,scattered clouds,-13.2325,30.2352,The Kabaso's
491,Tarrafal,CV,77.79,overcast clouds,15.2833,-23.7667,Hotel Ixola
496,Yelizovo,RU,66.34,broken clouds,53.1873,158.3805,Kamchatskiy Stil' Hostel
497,Point Pedro,LK,79.57,overcast clouds,9.8167,80.2333,Gtr homes
498,Along,IN,74.21,overcast clouds,28.1667,94.7667,Hotel West
499,Charters Towers,AU,61.84,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
500,Nhulunbuy,AU,77.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
501,Seminole,US,93.42,few clouds,28.7086,-81.2081,The Oviedo Lodge Motel
502,Kampot,KH,73.45,broken clouds,10.6167,104.1833,Two Moons Hotel
503,Acucena,BR,57.72,scattered clouds,-19.0731,-42.5464,Hotel e Restaurante Açucena
504,Southbridge,US,86.11,broken clouds,42.0751,-72.0334,Southbridge Hotel & Conference Center
505,Christchurch,NZ,48.33,broken clouds,-43.5333,172.6333,The George
506,Progreso,MX,93.31,broken clouds,21.2833,-89.6667,Playa Linda Hotel
509,Oktyabrskoye,RU,64.54,light rain,43.0645,44.7417,Prolesok Mini-hotel
511,Mantua,IT,83.44,clear sky,45.1667,10.7833,Hotel la Favorita
512,Eskisehir,TR,58.87,clear sky,39.7767,30.5206,Hotel ibis Eskisehir
514,Mangrol,IN,81.54,overcast clouds,21.1167,70.1167,Hotel The Royal Honours
515,Ugoofaaru,MV,82.29,overcast clouds,5.6667,73.0,Ungoofaaru Inn
516,Kudahuvadhoo,MV,81.03,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
517,Kenora,CA,79.77,scattered clouds,49.8167,-94.4337,Maynard Lake Lodge
518,Alexandria,EG,77.49,clear sky,31.2156,29.9553,Royal Crown Hotel
519,Smithers,CA,75.63,scattered clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
522,Alofi,NU,82.29,scattered clouds,-19.0595,-169.9187,Taloa Heights
524,Morada Nova,BR,76.71,overcast clouds,-5.1067,-38.3725,PIZZARIA MARIANA
525,Vanimo,PG,78.4,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
527,Amberg,DE,66.54,scattered clouds,49.4414,11.8622,Hotel Brunner Betriebs GmbH
529,Laje,BR,68.13,broken clouds,-10.1833,-40.9667,NN Pousada
530,Road Town,VG,82.44,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
531,Sumbe,AO,67.17,few clouds,-11.2061,13.8437,Hotel Ritz Sumbe
532,Logan Lake,CA,84.04,broken clouds,50.4998,-120.8025,Copper Valley Resort
533,Mastic Beach,US,83.98,scattered clouds,40.7668,-72.8521,Brushwood House by Smith Point Beach
534,Okha,RU,56.28,overcast clouds,53.5739,142.9478,Sakhalin-Sfera
535,Camana,PE,60.37,broken clouds,-16.6228,-72.7111,Hostal Morales
536,Hailin,CN,69.1,clear sky,44.5833,129.4167,Grand Legend Hotel
537,Port Blair,IN,78.82,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
539,Port Augusta,AU,52.92,overcast clouds,-32.5,137.7667,Majestic Oasis Apartments
540,Mogadishu,SO,75.69,light rain,2.0371,45.3438,Hotel Juba
541,Cabedelo,BR,74.07,overcast clouds,-6.9811,-34.8339,Pousada Camboinha
542,Inuvik,CA,68.76,broken clouds,68.3499,-133.7218,Nova Inn Inuvik
543,Erdaojiang,CN,67.91,broken clouds,41.7764,126.0319,Tonggang Hotel
544,Kalmunai,LK,79.14,overcast clouds,7.4167,81.8167,VS Villa
547,Sulangan,PH,83.48,overcast clouds,11.1373,123.7228,Maia's Beach Resort
548,Neiafu,TO,77.38,few clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
549,Roma,US,83.73,overcast clouds,43.2128,-75.4557,Wingate By Wyndham Rome
550,Santa Rosa,PH,84.02,scattered clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
551,Kosh-Agach,RU,46.9,light rain,50.0,88.6667,Fermerskiy Dom v Kosh-Agache
552,Kraskino,RU,68.41,overcast clouds,42.7114,130.7794,"Gostinichnyy Kompleks ""Orion"""
553,Ngunguru,NZ,54.99,scattered clouds,-35.6167,174.5,Pacific Rendezvous Motel Resort
554,Nyurba,RU,55.87,overcast clouds,63.2842,118.3319,"Гостиница ""Comfort"""
555,Senador Jose Porfirio,BR,80.1,overcast clouds,-2.5908,-51.9542,Pousada Novo Horizonte
556,Gerede,TR,48.78,clear sky,40.8008,32.1969,Hotel Konuk
557,Wang Saphung,TH,75.7,mist,17.301,101.7685,โรงแรมวังรีสอร์ท
558,Sao Felix Do Xingu,BR,77.58,few clouds,-6.6447,-51.995,Rio Xingu Camping
559,Naze,JP,85.12,scattered clouds,28.3667,129.4833,Shishime Hotel
560,Siatista,GR,64.94,clear sky,40.2619,21.5442,Siatistino Archontariki
561,Bud,US,89.31,clear sky,39.447,-86.1758,Ted McQuinn Trust
563,Camocim,BR,79.97,broken clouds,-2.9022,-40.8411,Ilha Praia Hotel
564,Patacamaya,BO,48.67,scattered clouds,-17.2333,-67.9167,RESIDENCIAL ISLA VIGU
565,Salaga,GH,74.52,broken clouds,8.5508,-0.5188,Bore Nada Guest House
566,Apiai,BR,58.35,scattered clouds,-24.5094,-48.8425,Pousada Villa Branca
567,Arrecife,ES,73.38,few clouds,28.963,-13.5477,Hotel Lancelot
568,Namibe,AO,62.78,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
569,Moindou,NC,78.48,broken clouds,-21.6924,165.677,Equi-lodge de Moindou
570,Champagnole,FR,67.44,clear sky,46.7445,5.9135,le Bois Gourmand
571,Villa Maria,AR,51.82,overcast clouds,-32.4075,-63.2402,Hotel Milenium
573,Puntarenas,CR,79.93,overcast clouds,9.9763,-84.8384,Michael's Surfside Hotel
574,Kimbe,PG,82.17,broken clouds,-5.5502,150.1429,Kimbe Bay Hotel
575,Palmas De Monte Alto,BR,72.01,few clouds,-14.2672,-43.1619,RAVENA AUTO POSTO LTDA
576,Collie,AU,49.93,broken clouds,-33.3667,116.15,Collie Ridge
577,Buluang,PH,80.26,scattered clouds,13.3068,123.3425,Sacueza Beach Resort
578,Mao,ES,75.76,clear sky,39.8885,4.2658,ARTIEM Capri
579,Monte Alegre,BR,79.88,broken clouds,-2.0078,-54.0692,Hotel Shekinah
580,Santa Cruz,BO,78.85,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
581,Neuquen,AR,49.89,clear sky,-38.9516,-68.0591,Hotel del Comahue
582,Liwale,TZ,60.28,scattered clouds,-9.7667,37.9333,Tumaini Tulivu Lodge
583,Longyan,CN,80.08,clear sky,25.1072,117.0225,Jinjiang Inn Longyan Zhongshan Road Pedestrian Street
584,Whyalla,AU,53.56,overcast clouds,-33.0333,137.5833,Foreshore Motor Inn
585,Zeya,RU,70.48,scattered clouds,53.75,127.2667,Kapital Inn
586,Mareeba,AU,68.43,few clouds,-17.0,145.4333,Trinity Plains Tourist Park
587,Veraval,IN,81.39,overcast clouds,20.9,70.3667,Lords Inn Somnath
588,Manokwari,ID,80.17,moderate rain,-0.8667,134.0833,Swiss Belhotel Manokwari
590,Kalmar,SE,70.14,broken clouds,56.6616,16.3616,First Hotel Witt
591,Gladstone,AU,57.13,broken clouds,-23.85,151.25,Highpoint International Hotel
592,Xai-Xai,MZ,64.51,scattered clouds,-25.0519,33.6442,Complexo da Familia
593,Ierapetra,GR,79.14,clear sky,35.01,25.7353,Cretan Villa Hotel & Apartments in Ierapetra Crete.
594,Nikolsk,RU,56.16,broken clouds,53.7189,46.0712,Гостиница Центральная
596,Mildura,AU,49.06,scattered clouds,-34.2,142.15,Mercure Hotel Mildura
597,Birjand,IR,68.47,clear sky,32.8663,59.2211,Birjand Tourist Hotel
598,Skjervoy,NO,53.6,overcast clouds,70.0311,20.9714,Skjervøy fiskecamp AS
599,Marti,CU,84.33,scattered clouds,22.9475,-80.9203,Hotel Bibanasí
600,Matara,LK,76.82,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
601,Tabas,IR,89.8,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
602,Broome,US,85.01,few clouds,42.2506,-75.833,Chenango Valley State Park
603,Vila Velha,BR,71.55,broken clouds,-20.3297,-40.2925,Hotel Vitória Palace
604,Plettenberg Bay,ZA,54.95,broken clouds,-34.0527,23.3716,Thanda Vista B&B
605,Makasar,ID,75.25,few clouds,-5.14,119.4221,Aryaduta Makassar
607,Byron Bay,AU,59.7,light rain,-28.65,153.6167,Backpackers Inn
608,Shimoda,JP,86.11,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
609,Barcelos,PT,68.85,broken clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
611,Bayeux,BR,74.03,overcast clouds,-7.125,-34.9322,Infinity Motel
613,Pingliang,CN,58.89,overcast clouds,35.5392,106.6861,North Gate Hostel
614,Svetlogorsk,BY,58.44,scattered clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
615,Arcot,IN,81.43,overcast clouds,12.9,79.3333,ARS.Residency
616,Talara,PE,72.36,clear sky,-4.5772,-81.2719,Hostal Oro Negro
617,Maracaju,BR,75.11,scattered clouds,-21.6144,-55.1683,Maracaju Plaza Hotel - Hospedagem - Maracaju/MS
618,Muros,ES,68.09,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
619,Ketchikan,US,63.07,overcast clouds,55.3422,-131.6461,Snow's Cove Lodge
620,Solnechnyy,RU,56.79,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
621,Labrea,BR,80.46,few clouds,-7.2586,-64.7981,Hotel Novo Horizonte
622,Banda Aceh,ID,80.01,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
624,Yoshida,JP,75.09,light rain,37.6833,138.8833,Hotel Tsubame Hills
625,Balikpapan,ID,76.19,few clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
626,Kabala,SL,69.26,broken clouds,9.5833,-11.55,Kabala Hill View Guest House
627,Camiri,BO,68.79,overcast clouds,-20.05,-63.5167,J R Hotel
628,Kapit,MY,74.07,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
629,Port Macquarie,AU,58.89,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
630,Kendari,ID,74.75,broken clouds,-3.945,122.4989,Hotel Wixel
631,Las Lajas,AR,46.71,clear sky,-38.5232,-70.3674,Primeros Pinos
632,Sabha,LY,81.03,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
633,Ribeira Brava,PT,70.72,clear sky,32.65,-17.0667,Hotel do Campo
635,Sebrovo,RU,60.76,broken clouds,50.0981,43.2976,Mini-hotel Meduza
636,Nesbyen,NO,62.37,overcast clouds,60.5681,9.1027,Nesbyen Event
638,Ixtapa,MX,89.22,few clouds,20.7,-105.2,hotel la terminal
639,Cognac,FR,72.37,clear sky,45.5,-0.25,Domaine de Pladuc
640,Ballarat,AU,47.16,few clouds,-37.5662,143.8496,Quest Ballarat
641,Rabo De Peixe,PT,72.28,few clouds,37.8,-25.5833,Quinta das Giestas
642,Asnaes,DK,65.05,broken clouds,55.8123,11.5013,Country House
643,Khash,IR,79.79,scattered clouds,28.2211,61.2158,خوابگاه آبجی محدثه
644,Wilmington,US,86.92,few clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
645,Palamos,ES,80.38,clear sky,41.8484,3.1291,Hotel Rosamar
646,Muisne,EC,73.58,overcast clouds,0.6,-80.0333,Quinta Samay
647,Libreville,GA,76.24,overcast clouds,0.3925,9.4537,Le Méridien Re-Ndama
648,Plyussa,RU,59.25,clear sky,58.4308,29.3654,Service hotel
649,Lenger,KZ,72.84,clear sky,42.183,69.8839,Gostevoy Dom 1
650,Batagay,RU,63.55,overcast clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
651,Hay River,CA,64.38,broken clouds,60.8156,-115.7999,Ptarmigan Inn
652,Bat Khela,PK,78.17,overcast clouds,34.6167,71.9714,Electric and pipe fitting
653,Tual,ID,78.66,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
654,Jiuquan,CN,65.7,clear sky,39.7432,98.5174,Jiuquan Hotel
