City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Saint George,US,37.1041,-113.5841,109.99,12,0,24.16,clear sky
349,Fort Morgan,US,40.2503,-103.8,99.82,10,0,5.75,clear sky
350,Rawson,AR,-43.3002,-65.1023,44.91,52,100,12.97,overcast clouds
351,Mount Isa,AU,-20.7333,139.5,53.37,37,0,8.05,clear sky
352,Sangar,RU,63.9242,127.4739,62.85,97,88,2.68,overcast clouds
353,Gweta,BW,-20.1833,25.2333,56.89,77,12,9.04,few clouds
354,Bac Lieu,VN,9.285,105.7244,75.54,92,73,4.27,broken clouds
355,Grindavik,IS,63.8424,-22.4338,53.55,100,100,4.61,overcast clouds
356,Wewak,PG,-3.5534,143.6268,81.59,81,90,6.24,overcast clouds
357,Gat,IL,31.61,34.7642,77.68,100,2,2.39,clear sky
358,Miri,MY,4.4148,114.0089,77.14,100,20,3.44,few clouds
359,Stephenville,US,32.2207,-98.2023,101.77,60,88,17.05,overcast clouds
360,Tena,EC,-0.9833,-77.8167,71.42,79,99,1.12,overcast clouds
361,Tuatapere,NZ,-46.1333,167.6833,44.46,91,99,2.86,overcast clouds
362,Lavrentiya,RU,65.5833,-171.0,40.53,81,100,20.42,light rain
363,Tchollire,CM,8.4022,14.1698,71.11,96,100,3.38,moderate rain
364,Ouadda,CF,8.0777,22.4007,67.06,98,94,2.28,moderate rain
365,Teberda,RU,43.4456,41.7448,56.64,95,62,4.16,broken clouds
366,Nayoro,JP,44.3506,142.4578,68.52,68,0,2.89,clear sky
367,Wanning,CN,18.8003,110.3967,79.95,87,18,1.77,few clouds
368,Mehamn,NO,71.0357,27.8492,57.11,100,100,0.0,overcast clouds
369,Salinopolis,BR,-0.6136,-47.3561,78.57,83,73,7.92,broken clouds
370,Myaundzha,RU,63.0494,147.1858,56.7,68,88,3.22,overcast clouds
371,Davydivka,UA,48.121,25.5646,62.42,56,1,6.02,clear sky
372,Vila Franca Do Campo,PT,37.7167,-25.4333,73.2,81,69,2.59,broken clouds
373,Bom Jesus Do Itabapoana,BR,-21.1339,-41.6797,65.39,90,43,3.29,scattered clouds
374,Camacha,PT,33.0833,-16.3333,67.42,73,75,17.27,broken clouds
375,Saurimo,AO,-9.6608,20.3916,72.68,34,100,3.91,overcast clouds
376,Samana,DO,19.2056,-69.3369,76.96,83,84,8.97,broken clouds
377,Athens,GR,37.9795,23.7162,84.18,35,0,4.61,clear sky
378,Inyonga,TZ,-6.7167,32.0667,67.93,46,79,6.71,broken clouds
379,Kosa,RU,59.9445,54.9977,55.94,94,88,4.92,light rain
380,Abbeville,FR,50.1,1.8333,64.36,70,88,11.23,overcast clouds
381,Asau,RO,46.4333,26.4,63.52,48,0,4.63,clear sky
382,Apac,UG,1.9756,32.5386,62.94,97,40,1.23,light rain
383,Killybegs,IE,54.6333,-8.45,55.45,75,100,5.97,overcast clouds
384,Aksu,CN,41.1231,80.2644,75.4,28,0,4.14,clear sky
385,Nagato,JP,34.3833,131.2,76.69,83,40,13.96,scattered clouds
386,Takoradi,GH,4.8845,-1.7554,73.69,77,69,7.65,broken clouds
387,Leh,IN,34.1667,77.5833,64.53,20,95,4.99,overcast clouds
388,Kattivakkam,IN,13.2167,80.3167,78.89,74,97,10.45,overcast clouds
389,Aklavik,CA,68.2191,-135.0107,68.0,64,40,8.05,scattered clouds
390,Tynda,RU,55.1667,124.7167,65.93,85,29,2.19,scattered clouds
391,Fairlie,GB,55.756,-4.8556,60.4,81,100,4.16,overcast clouds
392,Poum,NC,-20.2333,164.0167,77.59,83,99,23.26,overcast clouds
393,Labuhan,ID,-6.8844,112.2051,75.18,85,94,8.7,overcast clouds
394,Davila,PH,18.4726,120.5763,84.51,73,0,5.41,clear sky
395,Bengkulu,ID,-3.8004,102.2655,74.66,90,82,4.88,broken clouds
396,Akdepe,TM,42.0551,59.3788,87.89,21,1,6.15,clear sky
397,Arsenal,MU,-20.1056,57.5353,70.11,71,55,18.88,broken clouds
398,Jucas,BR,-6.5253,-39.5275,72.84,66,70,1.43,broken clouds
399,Hambantota,LK,6.1241,81.1185,78.62,83,100,20.45,overcast clouds
400,Angoche,MZ,-16.2325,39.9086,70.68,76,0,3.49,clear sky
401,Den Helder,NL,52.9599,4.7593,62.98,79,100,7.0,overcast clouds
402,Vao,NC,-22.6667,167.4833,73.63,90,46,19.51,scattered clouds
403,Sungairaya,ID,0.7,108.9,77.23,89,90,6.85,overcast clouds
404,Pavlohrad,UA,48.5167,35.8667,59.9,92,80,11.59,light rain
405,Ulladulla,AU,-35.35,150.4667,56.91,77,50,8.46,scattered clouds
406,Maarianhamina,AX,60.0973,19.9348,67.86,83,92,5.75,overcast clouds
407,Tukums,LV,56.9669,23.1553,60.15,80,11,4.72,few clouds
408,Rockport,US,28.0206,-97.0544,91.44,76,20,21.85,few clouds
409,Huanuco,PE,-9.9329,-76.2415,65.59,78,21,6.89,few clouds
410,San Cristobal,VE,7.7669,-72.225,75.38,84,89,4.34,overcast clouds
411,Butte,US,39.6499,-121.5677,103.3,13,0,9.22,clear sky
412,Lewistown,US,40.5992,-77.5714,89.01,48,20,8.05,few clouds
413,Totskoye,RU,52.5248,52.7623,66.07,56,89,3.69,overcast clouds
414,Belmonte,BR,-15.8631,-38.8828,71.4,86,57,4.32,broken clouds
415,Bubaque,GW,11.2833,-15.8333,77.97,87,100,16.8,light rain
416,Amapa,BR,1.0,-52.0,75.56,84,90,2.77,overcast clouds
417,Mackay,AU,-21.15,149.2,65.68,80,27,7.85,scattered clouds
418,Dingli,MT,35.8614,14.3822,77.81,69,0,0.78,clear sky
419,Shishou,CN,29.7226,112.419,79.68,89,91,10.07,overcast clouds
420,Darhan,MN,49.4867,105.9228,55.42,97,100,3.78,overcast clouds
421,Weihe,CN,32.9952,105.3247,58.48,98,100,5.73,moderate rain
422,Zhuhai,CN,22.2769,113.5678,85.86,84,20,2.3,few clouds
423,Santa Lucia,ES,27.9117,-15.5407,67.32,64,0,28.77,clear sky
424,Sao Filipe,CV,14.8961,-24.4956,74.79,86,88,6.2,overcast clouds
425,Karpathos,GR,35.507,27.2132,73.36,83,0,26.46,clear sky
426,Hirara,JP,24.8,125.2833,86.27,79,40,9.22,scattered clouds
427,Ambon,ID,-3.6954,128.1814,78.24,15,20,5.75,few clouds
428,Barra Do Garcas,BR,-15.89,-52.2567,75.78,46,0,0.0,clear sky
429,Miraflores,MX,19.2167,-98.8083,83.03,35,37,3.18,scattered clouds
430,Verkhnyaya Inta,RU,65.9811,60.3094,41.29,78,4,6.44,clear sky
431,Manica,FR,49.0,-1.1667,57.63,93,27,4.47,scattered clouds
432,Pangody,RU,65.85,74.4859,44.22,84,100,7.45,overcast clouds
433,Barreirinha,BR,-2.7933,-57.07,79.84,73,69,1.81,broken clouds
434,Fairbanks,US,64.8378,-147.7164,66.22,55,75,6.91,light intensity shower rain
435,Fort Saint James,CA,54.4333,-124.25,77.11,26,39,7.83,scattered clouds
436,Forestville,US,38.8451,-76.875,90.09,67,0,8.05,clear sky
437,Imbituba,BR,-28.24,-48.6703,67.08,91,14,8.81,few clouds
438,Nizwa,OM,22.9333,57.5333,84.24,75,68,2.98,broken clouds
439,Orange Cove,US,36.6244,-119.3137,106.93,12,0,8.05,clear sky
440,Lorengau,PG,-2.0226,147.2712,83.59,74,87,10.16,overcast clouds
441,Kunnamangalam,IN,11.3046,75.8777,75.83,95,100,5.26,overcast clouds
442,Merauke,ID,-8.4667,140.3333,78.12,79,34,8.63,scattered clouds
443,At-Bashi,KG,41.1702,75.8106,59.58,40,0,5.03,clear sky
444,Eregli,TR,37.5133,34.0467,63.68,39,0,2.84,clear sky
445,Guerrero Negro,MX,27.9769,-114.0611,77.14,53,5,21.74,clear sky
446,Shingu,JP,33.7333,135.9833,84.04,76,6,2.57,clear sky
447,Leningradskiy,RU,69.3833,178.4167,35.96,99,100,8.21,light rain
448,Ahipara,NZ,-35.1667,173.1667,58.42,67,83,7.16,broken clouds
449,Aykhal,RU,66.0,111.5,55.98,83,100,2.17,overcast clouds
450,Laguna,US,38.421,-121.4238,103.75,24,0,6.91,clear sky
451,Homer,US,59.6425,-151.5483,57.09,75,100,10.0,overcast clouds
452,Ishigaki,JP,24.3448,124.1572,86.13,84,20,8.05,few clouds
453,Mengyin,CN,35.7069,117.9264,76.1,75,38,1.21,scattered clouds
454,Whitianga,NZ,-36.8333,175.7,54.82,59,74,6.29,broken clouds
455,Quatre Cocos,MU,-20.2078,57.7625,70.09,70,86,17.9,overcast clouds
456,Coihaique,CL,-45.5752,-72.0662,30.15,93,40,3.44,scattered clouds
457,Tucurui,BR,-3.7661,-49.6725,77.79,59,32,3.47,scattered clouds
458,Taoudenni,ML,22.6783,-3.9836,88.32,45,46,13.18,light rain
459,Lonar,IN,19.9833,76.5333,73.49,89,100,11.74,overcast clouds
460,Raudeberg,NO,61.9875,5.1352,52.47,79,66,10.67,broken clouds
461,Mount Gambier,AU,-37.8333,140.7667,49.82,82,100,11.01,light rain
462,Rovaniemi,FI,66.5,25.7167,63.81,88,0,3.44,clear sky
463,Lom Sak,TH,16.7798,101.2422,75.09,100,75,0.0,broken clouds
464,Saint-Philippe,RE,-21.3585,55.7679,65.21,79,52,12.62,light rain
465,Olga,RU,43.7444,135.2892,62.42,98,100,5.12,overcast clouds
466,Mathbaria,BD,22.2876,89.9593,80.53,90,100,3.85,overcast clouds
467,Santo Antonio Do Ica,BR,-3.1022,-67.9397,74.16,98,94,1.34,overcast clouds
468,Yarada,IN,17.65,83.2667,80.92,89,75,3.44,mist
469,Korla,CN,41.7597,86.1469,74.19,34,0,2.33,clear sky
470,Bereda,ES,43.2686,-7.5406,66.42,100,93,6.02,overcast clouds
471,Phalaborwa,ZA,-23.943,31.1411,63.19,77,72,3.83,light rain
472,Novyy Buh,UA,47.6931,32.5216,69.12,56,68,11.21,broken clouds
473,Okhotsk,RU,59.3833,143.3,61.34,81,100,4.47,overcast clouds
474,Bar Harbor,US,44.3876,-68.2039,71.74,89,100,11.5,overcast clouds
475,Hami,CN,42.8,93.45,73.08,26,0,2.39,clear sky
476,Xining,CN,36.6167,101.7667,46.04,87,32,2.66,scattered clouds
477,Villamontes,BO,-21.25,-63.5,75.36,51,42,4.36,scattered clouds
478,Sanguem,IN,15.2333,74.1667,75.81,94,99,2.53,overcast clouds
479,Houma,US,29.5958,-90.7195,80.6,78,0,0.0,clear sky
480,Bogatoye,RU,53.0601,51.3325,63.34,76,100,9.95,overcast clouds
481,Chebsara,RU,59.2002,38.8356,59.88,74,99,5.46,overcast clouds
482,Shetpe,KZ,44.1667,52.1167,77.94,52,58,20.33,broken clouds
483,Bosaso,SO,11.2842,49.1816,89.13,36,42,23.06,scattered clouds
484,Taunggyi,MM,20.7833,97.0333,63.09,95,100,2.42,overcast clouds
485,Tianpeng,CN,30.9866,103.9393,70.27,96,100,3.6,overcast clouds
486,Gidam,IN,18.9833,81.4,73.9,98,100,2.51,overcast clouds
487,Chara,RU,56.9064,118.2631,63.73,84,100,1.52,overcast clouds
488,Kavieng,PG,-2.5744,150.7967,82.18,78,100,11.3,light rain
489,Serenje,ZM,-13.2325,30.2352,55.26,72,31,6.33,scattered clouds
490,Toppenish,US,46.3774,-120.3087,98.69,7,17,18.37,few clouds
491,Tarrafal,CV,15.2833,-23.7667,77.79,85,100,5.95,overcast clouds
492,Sheridan,US,44.8333,-106.9173,95.38,11,0,14.97,clear sky
493,Rio Gallegos,AR,-51.6226,-69.2181,30.25,80,0,19.57,clear sky
494,Nalut,LY,30.3333,10.85,82.18,23,0,10.11,clear sky
495,Kedrovyy,RU,56.1667,91.8167,55.87,87,68,4.16,broken clouds
496,Yelizovo,RU,53.1873,158.3805,66.34,82,75,7.0,broken clouds
497,Point Pedro,LK,9.8167,80.2333,79.57,83,97,12.57,overcast clouds
498,Along,IN,28.1667,94.7667,74.21,99,100,1.81,overcast clouds
499,Charters Towers,AU,-20.1,146.2667,61.84,67,1,7.92,clear sky
500,Nhulunbuy,AU,-12.2333,136.7667,77.61,44,48,11.5,scattered clouds
501,Seminole,US,28.7086,-81.2081,93.42,65,20,17.27,few clouds
502,Kampot,KH,10.6167,104.1833,73.45,87,58,2.86,broken clouds
503,Acucena,BR,-19.0731,-42.5464,57.72,70,42,2.37,scattered clouds
504,Southbridge,US,42.0751,-72.0334,86.11,96,82,6.04,broken clouds
505,Christchurch,NZ,-43.5333,172.6333,48.33,76,75,5.75,broken clouds
506,Progreso,MX,21.2833,-89.6667,93.31,73,53,18.59,broken clouds
507,Egvekinot,RU,66.3167,-179.1667,45.23,52,85,10.69,overcast clouds
508,Providencia,MX,28.7167,-111.5833,108.21,32,2,12.93,clear sky
509,Oktyabrskoye,RU,43.0645,44.7417,64.54,93,100,4.47,light rain
510,Aksarka,RU,66.5606,67.7975,44.42,80,69,6.51,broken clouds
511,Mantua,IT,45.1667,10.7833,83.44,63,2,5.01,clear sky
512,Eskisehir,TR,39.7767,30.5206,58.87,82,0,5.75,clear sky
513,Tunggol,PH,5.8446,121.1544,80.83,78,79,0.18,broken clouds
514,Mangrol,IN,21.1167,70.1167,81.54,82,100,15.95,overcast clouds
515,Ugoofaaru,MV,5.6667,73.0,82.29,74,98,18.07,overcast clouds
516,Kudahuvadhoo,MV,2.6708,72.8944,81.03,78,88,17.0,overcast clouds
517,Kenora,CA,49.8167,-94.4337,79.77,34,40,15.01,scattered clouds
518,Alexandria,EG,31.2156,29.9553,77.49,69,0,12.03,clear sky
519,Smithers,CA,54.7804,-127.1743,75.63,33,35,6.33,scattered clouds
520,Viedma,AR,-40.8135,-62.9967,44.11,50,98,10.33,overcast clouds
521,Tessalit,ML,20.1986,1.0114,88.32,36,62,8.63,broken clouds
522,Alofi,NU,-19.0595,-169.9187,82.29,57,40,8.05,scattered clouds
523,Cabo San Lucas,MX,22.8909,-109.9124,98.19,40,0,10.36,clear sky
524,Morada Nova,BR,-5.1067,-38.3725,76.71,72,98,5.73,overcast clouds
525,Vanimo,PG,-2.6741,141.3028,78.4,87,100,5.21,overcast clouds
526,Saint-Augustin,CA,51.226,-58.6502,67.91,59,81,5.59,broken clouds
527,Amberg,DE,49.4414,11.8622,66.54,64,45,1.81,scattered clouds
528,Jasper,US,37.2001,-94.3502,105.12,20,20,4.61,few clouds
529,Laje,BR,-10.1833,-40.9667,68.13,74,77,5.23,broken clouds
530,Road Town,VG,18.4167,-64.6167,82.44,83,20,11.5,few clouds
531,Sumbe,AO,-11.2061,13.8437,67.17,91,22,6.67,few clouds
532,Logan Lake,CA,50.4998,-120.8025,84.04,21,51,8.88,broken clouds
533,Mastic Beach,US,40.7668,-72.8521,83.98,88,40,11.99,scattered clouds
534,Okha,RU,53.5739,142.9478,56.28,78,100,13.15,overcast clouds
535,Camana,PE,-16.6228,-72.7111,60.37,85,79,6.08,broken clouds
536,Hailin,CN,44.5833,129.4167,69.1,90,6,2.86,clear sky
537,Port Blair,IN,11.6667,92.75,78.82,87,100,3.47,overcast clouds
538,Alamos,MX,27.0167,-108.9333,98.47,35,0,6.13,clear sky
539,Port Augusta,AU,-32.5,137.7667,52.92,78,100,6.96,overcast clouds
540,Mogadishu,SO,2.0371,45.3438,75.69,86,83,17.65,light rain
541,Cabedelo,BR,-6.9811,-34.8339,74.07,83,96,7.63,overcast clouds
542,Inuvik,CA,68.3499,-133.7218,68.76,59,75,4.61,broken clouds
543,Erdaojiang,CN,41.7764,126.0319,67.91,93,78,1.45,broken clouds
544,Kalmunai,LK,7.4167,81.8167,79.14,82,98,4.97,overcast clouds
545,Srednekolymsk,RU,67.45,153.6833,53.82,40,0,8.03,clear sky
546,San Carlos De Bariloche,AR,-41.1456,-71.3082,35.24,93,75,18.41,sleet
547,Sulangan,PH,11.1373,123.7228,83.48,77,100,9.86,overcast clouds
548,Neiafu,TO,-18.65,-173.9833,77.38,74,15,12.17,few clouds
549,Roma,US,43.2128,-75.4557,83.73,81,100,6.91,overcast clouds
550,Santa Rosa,PH,14.3122,121.1114,84.02,74,44,3.24,scattered clouds
551,Kosh-Agach,RU,50.0,88.6667,46.9,85,100,2.21,light rain
552,Kraskino,RU,42.7114,130.7794,68.41,96,100,1.12,overcast clouds
553,Ngunguru,NZ,-35.6167,174.5,54.99,72,27,7.85,scattered clouds
554,Nyurba,RU,63.2842,118.3319,55.87,88,100,4.61,overcast clouds
555,Senador Jose Porfirio,BR,-2.5908,-51.9542,80.1,70,86,1.12,overcast clouds
556,Gerede,TR,40.8008,32.1969,48.78,96,0,2.84,clear sky
557,Wang Saphung,TH,17.301,101.7685,75.7,100,75,1.48,mist
558,Sao Felix Do Xingu,BR,-6.6447,-51.995,77.58,43,15,1.81,few clouds
559,Naze,JP,28.3667,129.4833,85.12,83,31,13.27,scattered clouds
560,Siatista,GR,40.2619,21.5442,64.94,38,0,4.05,clear sky
561,Bud,US,39.447,-86.1758,89.31,55,0,7.74,clear sky
562,Adrar,MR,20.5022,-10.0711,93.06,31,88,2.82,overcast clouds
563,Camocim,BR,-2.9022,-40.8411,79.97,76,53,10.71,broken clouds
564,Patacamaya,BO,-17.2333,-67.9167,48.67,16,31,7.34,scattered clouds
565,Salaga,GH,8.5508,-0.5188,74.52,74,64,4.68,broken clouds
566,Apiai,BR,-24.5094,-48.8425,58.35,85,30,1.88,scattered clouds
567,Arrecife,ES,28.963,-13.5477,73.38,83,20,29.93,few clouds
568,Namibe,AO,-15.1961,12.1522,62.78,87,18,3.44,few clouds
569,Moindou,NC,-21.6924,165.677,78.48,72,70,11.18,broken clouds
570,Champagnole,FR,46.7445,5.9135,67.44,64,4,4.68,clear sky
571,Villa Maria,AR,-32.4075,-63.2402,51.82,73,99,5.57,overcast clouds
572,Ust-Maya,RU,60.4167,134.5333,76.32,53,34,6.08,scattered clouds
573,Puntarenas,CR,9.9763,-84.8384,79.93,84,100,3.31,overcast clouds
574,Kimbe,PG,-5.5502,150.1429,82.17,76,83,0.74,broken clouds
575,Palmas De Monte Alto,BR,-14.2672,-43.1619,72.01,48,14,8.14,few clouds
576,Collie,AU,-33.3667,116.15,49.93,95,51,2.33,broken clouds
577,Buluang,PH,13.3068,123.3425,80.26,87,29,1.9,scattered clouds
578,Mao,ES,39.8885,4.2658,75.76,83,0,0.0,clear sky
579,Monte Alegre,BR,-2.0078,-54.0692,79.88,73,74,2.42,broken clouds
580,Santa Cruz,BO,-17.8,-63.1667,78.85,57,75,13.8,broken clouds
581,Neuquen,AR,-38.9516,-68.0591,49.89,53,0,3.44,clear sky
582,Liwale,TZ,-9.7667,37.9333,60.28,93,46,1.63,scattered clouds
583,Longyan,CN,25.1072,117.0225,80.08,78,3,1.03,clear sky
584,Whyalla,AU,-33.0333,137.5833,53.56,77,100,12.44,overcast clouds
585,Zeya,RU,53.75,127.2667,70.48,65,49,2.39,scattered clouds
586,Mareeba,AU,-17.0,145.4333,68.43,81,14,2.64,few clouds
587,Veraval,IN,20.9,70.3667,81.39,83,100,15.48,overcast clouds
588,Manokwari,ID,-0.8667,134.0833,80.17,76,97,4.07,moderate rain
589,Gari,RU,59.4307,62.3497,52.97,78,52,4.45,broken clouds
590,Kalmar,SE,56.6616,16.3616,70.14,88,57,3.0,broken clouds
591,Gladstone,AU,-23.85,151.25,57.13,94,75,17.27,broken clouds
592,Xai-Xai,MZ,-25.0519,33.6442,64.51,90,45,5.66,scattered clouds
593,Ierapetra,GR,35.01,25.7353,79.14,45,0,5.01,clear sky
594,Nikolsk,RU,53.7189,46.0712,56.16,98,75,7.81,broken clouds
595,Yerbogachen,RU,61.2767,108.0108,61.99,77,99,2.59,overcast clouds
596,Mildura,AU,-34.2,142.15,49.06,88,38,13.2,scattered clouds
597,Birjand,IR,32.8663,59.2211,68.47,18,0,6.91,clear sky
598,Skjervoy,NO,70.0311,20.9714,53.6,85,100,6.11,overcast clouds
599,Marti,CU,22.9475,-80.9203,84.33,69,31,12.12,scattered clouds
600,Matara,LK,5.9485,80.5353,76.82,91,100,14.94,overcast clouds
601,Tabas,IR,33.5959,56.9244,89.8,12,0,4.18,clear sky
602,Broome,US,42.2506,-75.833,85.01,56,20,11.5,few clouds
603,Vila Velha,BR,-20.3297,-40.2925,71.55,89,75,3.44,broken clouds
604,Plettenberg Bay,ZA,-34.0527,23.3716,54.95,70,69,3.98,broken clouds
605,Makasar,ID,-5.14,119.4221,75.25,100,20,1.14,few clouds
606,San Jose,US,37.3394,-121.895,96.91,39,20,11.5,few clouds
607,Byron Bay,AU,-28.65,153.6167,59.7,88,100,18.95,light rain
608,Shimoda,JP,34.6667,138.95,86.11,85,7,10.63,clear sky
609,Barcelos,PT,41.5388,-8.6151,68.85,90,67,1.79,broken clouds
610,Tsovinar,AM,40.157,45.4613,59.94,75,19,5.95,few clouds
611,Bayeux,BR,-7.125,-34.9322,74.03,88,100,11.5,overcast clouds
612,Henties Bay,NA,-22.116,14.2845,58.68,70,0,3.29,clear sky
613,Pingliang,CN,35.5392,106.6861,58.89,89,100,8.93,overcast clouds
614,Svetlogorsk,BY,52.6333,29.7333,58.44,95,37,7.16,scattered clouds
615,Arcot,IN,12.9,79.3333,81.43,72,99,3.65,overcast clouds
616,Talara,PE,-4.5772,-81.2719,72.36,64,0,16.11,clear sky
617,Maracaju,BR,-21.6144,-55.1683,75.11,35,37,5.55,scattered clouds
618,Muros,ES,42.7762,-9.0603,68.09,83,77,15.7,broken clouds
619,Ketchikan,US,55.3422,-131.6461,63.07,67,100,5.75,overcast clouds
620,Solnechnyy,RU,50.7214,136.6319,56.79,94,100,6.85,overcast clouds
621,Labrea,BR,-7.2586,-64.7981,80.46,55,19,0.76,few clouds
622,Banda Aceh,ID,5.5577,95.3222,80.01,77,100,9.73,overcast clouds
623,Gazojak,TM,41.1875,61.4036,92.3,16,0,13.78,clear sky
624,Yoshida,JP,37.6833,138.8833,75.09,92,100,4.07,light rain
625,Balikpapan,ID,-1.2675,116.8289,76.19,94,20,3.44,few clouds
626,Kabala,SL,9.5833,-11.55,69.26,99,84,2.98,broken clouds
627,Camiri,BO,-20.05,-63.5167,68.79,55,86,1.57,overcast clouds
628,Kapit,MY,2.0167,112.9333,74.07,99,100,1.28,overcast clouds
629,Port Macquarie,AU,-31.4333,152.9167,58.89,80,99,14.54,overcast clouds
630,Kendari,ID,-3.945,122.4989,74.75,93,70,1.83,broken clouds
631,Las Lajas,AR,-38.5232,-70.3674,46.71,67,8,7.23,clear sky
632,Sabha,LY,27.0377,14.4283,81.03,27,0,10.04,clear sky
633,Ribeira Brava,PT,32.65,-17.0667,70.72,83,3,5.95,clear sky
634,Lalsk,RU,60.7415,47.5862,60.67,83,88,4.52,overcast clouds
635,Sebrovo,RU,50.0981,43.2976,60.76,78,84,5.37,broken clouds
636,Nesbyen,NO,60.5681,9.1027,62.37,66,100,1.01,overcast clouds
637,Dehloran,IR,32.6941,47.2679,98.51,10,0,8.43,clear sky
638,Ixtapa,MX,20.7,-105.2,89.22,79,20,11.5,few clouds
639,Cognac,FR,45.5,-0.25,72.37,68,0,9.22,clear sky
640,Ballarat,AU,-37.5662,143.8496,47.16,72,12,10.36,few clouds
641,Rabo De Peixe,PT,37.8,-25.5833,72.28,68,20,4.61,few clouds
642,Asnaes,DK,55.8123,11.5013,65.05,87,81,12.17,broken clouds
643,Khash,IR,28.2211,61.2158,79.79,55,36,4.09,scattered clouds
644,Wilmington,US,34.2257,-77.9447,86.92,79,20,12.66,few clouds
645,Palamos,ES,41.8484,3.1291,80.38,67,0,4.0,clear sky
646,Muisne,EC,0.6,-80.0333,73.58,84,100,8.46,overcast clouds
647,Libreville,GA,0.3925,9.4537,76.24,81,96,9.84,overcast clouds
648,Plyussa,RU,58.4308,29.3654,59.25,91,0,2.42,clear sky
649,Lenger,KZ,42.183,69.8839,72.84,17,0,7.25,clear sky
650,Batagay,RU,67.6333,134.6333,63.55,56,90,3.04,overcast clouds
651,Hay River,CA,60.8156,-115.7999,64.38,52,75,12.66,broken clouds
652,Bat Khela,PK,34.6167,71.9714,78.17,82,98,0.27,overcast clouds
653,Tual,ID,-5.6667,132.75,78.66,70,94,18.9,overcast clouds
654,Jiuquan,CN,39.7432,98.5174,65.7,31,0,2.28,clear sky
655,Ekhabi,RU,53.5102,142.9671,56.1,78,100,13.42,overcast clouds
